source_dataset,image_id,label,split_purpose,dog_id,origin_class,was_adjudicated,soft_A,soft_N,soft_H,sample_weight,n_class_votes,row_idx
Shanbalico,Shan_00514,A,cross_dataset_main,,angry,False,,,,1.0,,1014
Shanbalico,Shan_00515,A,cross_dataset_main,,angry,False,,,,1.0,,1015
Shanbalico,Shan_00516,A,cross_dataset_main,,angry,False,,,,1.0,,1016
Shanbalico,Shan_00517,A,cross_dataset_main,,angry,False,,,,1.0,,1017
Shanbalico,Shan_00518,A,cross_dataset_main,,angry,False,,,,1.0,,1018
Shanbalico,Shan_00519,A,cross_dataset_main,,angry,False,,,,1.0,,1019
Shanbalico,Shan_00520,A,cross_dataset_main,,angry,False,,,,1.0,,1020
Shanbalico,Shan_00521,A,cross_dataset_main,,angry,False,,,,1.0,,1021
Shanbalico,Shan_00522,A,cross_dataset_main,,angry,False,,,,1.0,,1022
Shanbalico,Shan_00523,A,cross_dataset_main,,angry,False,,,,1.0,,1023
Shanbalico,Shan_00524,A,cross_dataset_main,,angry,False,,,,1.0,,1024
Shanbalico,Shan_00525,A,cross_dataset_main,,angry,False,,,,1.0,,1025
Shanbalico,Shan_00526,A,cross_dataset_main,,angry,False,,,,1.0,,1026
Shanbalico,Shan_00527,A,cross_dataset_main,,angry,False,,,,1.0,,1027
Shanbalico,Shan_00528,A,cross_dataset_main,,angry,False,,,,1.0,,1028
Shanbalico,Shan_00529,A,cross_dataset_main,,angry,False,,,,1.0,,1029
Shanbalico,Shan_00530,A,cross_dataset_main,,angry,False,,,,1.0,,1030
Shanbalico,Shan_00531,A,cross_dataset_main,,angry,False,,,,1.0,,1031
Shanbalico,Shan_00532,A,cross_dataset_main,,angry,False,,,,1.0,,1032
Shanbalico,Shan_00533,A,cross_dataset_main,,angry,False,,,,1.0,,1033
Shanbalico,Shan_00534,A,cross_dataset_main,,angry,False,,,,1.0,,1034
Shanbalico,Shan_00535,A,cross_dataset_main,,angry,False,,,,1.0,,1035
Shanbalico,Shan_00536,A,cross_dataset_main,,angry,False,,,,1.0,,1036
Shanbalico,Shan_00537,A,cross_dataset_main,,angry,False,,,,1.0,,1037
Shanbalico,Shan_00538,A,cross_dataset_main,,angry,False,,,,1.0,,1038
Shanbalico,Shan_00539,A,cross_dataset_main,,angry,False,,,,1.0,,1039
Shanbalico,Shan_00540,A,cross_dataset_main,,angry,False,,,,1.0,,1040
Shanbalico,Shan_00541,A,cross_dataset_main,,angry,False,,,,1.0,,1041
Shanbalico,Shan_00542,A,cross_dataset_main,,angry,False,,,,1.0,,1042
Shanbalico,Shan_00543,A,cross_dataset_main,,angry,False,,,,1.0,,1043
Shanbalico,Shan_00544,A,cross_dataset_main,,angry,False,,,,1.0,,1044
Shanbalico,Shan_00545,A,cross_dataset_main,,angry,False,,,,1.0,,1045
Shanbalico,Shan_00546,A,cross_dataset_main,,angry,False,,,,1.0,,1046
Shanbalico,Shan_00547,A,cross_dataset_main,,angry,False,,,,1.0,,1047
Shanbalico,Shan_00548,A,cross_dataset_main,,angry,False,,,,1.0,,1048
Shanbalico,Shan_00549,A,cross_dataset_main,,angry,False,,,,1.0,,1049
Shanbalico,Shan_00550,A,cross_dataset_main,,angry,False,,,,1.0,,1050
Shanbalico,Shan_00551,A,cross_dataset_main,,angry,False,,,,1.0,,1051
Shanbalico,Shan_00552,A,cross_dataset_main,,angry,False,,,,1.0,,1052
Shanbalico,Shan_00553,A,cross_dataset_main,,angry,False,,,,1.0,,1053
Shanbalico,Shan_00554,A,cross_dataset_main,,angry,False,,,,1.0,,1054
Shanbalico,Shan_00555,A,cross_dataset_main,,angry,False,,,,1.0,,1055
Shanbalico,Shan_00556,A,cross_dataset_main,,angry,False,,,,1.0,,1056
Shanbalico,Shan_00557,A,cross_dataset_main,,angry,False,,,,1.0,,1057
Shanbalico,Shan_00558,A,cross_dataset_main,,angry,False,,,,1.0,,1058
Shanbalico,Shan_00559,A,cross_dataset_main,,angry,False,,,,1.0,,1059
Shanbalico,Shan_00560,A,cross_dataset_main,,angry,False,,,,1.0,,1060
Shanbalico,Shan_00561,A,cross_dataset_main,,angry,False,,,,1.0,,1061
Shanbalico,Shan_00562,A,cross_dataset_main,,angry,False,,,,1.0,,1062
Shanbalico,Shan_00563,A,cross_dataset_main,,angry,False,,,,1.0,,1063
Shanbalico,Shan_00564,A,cross_dataset_main,,angry,False,,,,1.0,,1064
Shanbalico,Shan_00565,A,cross_dataset_main,,angry,False,,,,1.0,,1065
Shanbalico,Shan_00566,A,cross_dataset_main,,angry,False,,,,1.0,,1066
Shanbalico,Shan_00567,A,cross_dataset_main,,angry,False,,,,1.0,,1067
Shanbalico,Shan_00568,A,cross_dataset_main,,angry,False,,,,1.0,,1068
Shanbalico,Shan_00569,A,cross_dataset_main,,angry,False,,,,1.0,,1069
Shanbalico,Shan_00570,A,cross_dataset_main,,angry,False,,,,1.0,,1070
Shanbalico,Shan_00571,A,cross_dataset_main,,angry,False,,,,1.0,,1071
Shanbalico,Shan_00572,A,cross_dataset_main,,angry,False,,,,1.0,,1072
Shanbalico,Shan_00573,A,cross_dataset_main,,angry,False,,,,1.0,,1073
Shanbalico,Shan_00574,A,cross_dataset_main,,angry,False,,,,1.0,,1074
Shanbalico,Shan_00575,A,cross_dataset_main,,angry,False,,,,1.0,,1075
Shanbalico,Shan_00576,A,cross_dataset_main,,angry,False,,,,1.0,,1076
Shanbalico,Shan_00577,A,cross_dataset_main,,angry,False,,,,1.0,,1077
Shanbalico,Shan_00578,A,cross_dataset_main,,angry,False,,,,1.0,,1078
Shanbalico,Shan_00579,A,cross_dataset_main,,angry,False,,,,1.0,,1079
Shanbalico,Shan_00580,A,cross_dataset_main,,angry,False,,,,1.0,,1080
Shanbalico,Shan_00581,A,cross_dataset_main,,angry,False,,,,1.0,,1081
Shanbalico,Shan_00582,A,cross_dataset_main,,angry,False,,,,1.0,,1082
Shanbalico,Shan_00583,A,cross_dataset_main,,angry,False,,,,1.0,,1083
Shanbalico,Shan_00584,A,cross_dataset_main,,angry,False,,,,1.0,,1084
Shanbalico,Shan_00585,A,cross_dataset_main,,angry,False,,,,1.0,,1085
Shanbalico,Shan_00586,A,cross_dataset_main,,angry,False,,,,1.0,,1086
Shanbalico,Shan_00587,A,cross_dataset_main,,angry,False,,,,1.0,,1087
Shanbalico,Shan_00588,A,cross_dataset_main,,angry,False,,,,1.0,,1088
Shanbalico,Shan_00589,A,cross_dataset_main,,angry,False,,,,1.0,,1089
Shanbalico,Shan_00590,A,cross_dataset_main,,angry,False,,,,1.0,,1090
Shanbalico,Shan_00591,A,cross_dataset_main,,angry,False,,,,1.0,,1091
Shanbalico,Shan_00592,A,cross_dataset_main,,angry,False,,,,1.0,,1092
Shanbalico,Shan_00593,A,cross_dataset_main,,angry,False,,,,1.0,,1093
Shanbalico,Shan_00594,A,cross_dataset_main,,angry,False,,,,1.0,,1094
Shanbalico,Shan_00595,A,cross_dataset_main,,angry,False,,,,1.0,,1095
Shanbalico,Shan_00596,A,cross_dataset_main,,angry,False,,,,1.0,,1096
Shanbalico,Shan_00597,A,cross_dataset_main,,angry,False,,,,1.0,,1097
Shanbalico,Shan_00598,A,cross_dataset_main,,angry,False,,,,1.0,,1098
Shanbalico,Shan_00599,A,cross_dataset_main,,angry,False,,,,1.0,,1099
Shanbalico,Shan_00600,A,cross_dataset_main,,angry,False,,,,1.0,,1100
Shanbalico,Shan_00601,A,cross_dataset_main,,angry,False,,,,1.0,,1101
Shanbalico,Shan_00602,A,cross_dataset_main,,angry,False,,,,1.0,,1102
Shanbalico,Shan_00603,A,cross_dataset_main,,angry,False,,,,1.0,,1103
Shanbalico,Shan_00604,A,cross_dataset_main,,angry,False,,,,1.0,,1104
Shanbalico,Shan_00605,A,cross_dataset_main,,angry,False,,,,1.0,,1105
Shanbalico,Shan_00606,A,cross_dataset_main,,angry,False,,,,1.0,,1106
Shanbalico,Shan_00607,A,cross_dataset_main,,angry,False,,,,1.0,,1107
Shanbalico,Shan_00608,A,cross_dataset_main,,angry,False,,,,1.0,,1108
Shanbalico,Shan_00609,A,cross_dataset_main,,angry,False,,,,1.0,,1109
Shanbalico,Shan_00610,A,cross_dataset_main,,angry,False,,,,1.0,,1110
Shanbalico,Shan_00611,A,cross_dataset_main,,angry,False,,,,1.0,,1111
Shanbalico,Shan_00612,A,cross_dataset_main,,angry,False,,,,1.0,,1112
Shanbalico,Shan_00613,A,cross_dataset_main,,angry,False,,,,1.0,,1113
Shanbalico,Shan_00614,A,cross_dataset_main,,angry,False,,,,1.0,,1114
Shanbalico,Shan_00615,A,cross_dataset_main,,angry,False,,,,1.0,,1115
Shanbalico,Shan_00616,A,cross_dataset_main,,angry,False,,,,1.0,,1116
Shanbalico,Shan_00617,A,cross_dataset_main,,angry,False,,,,1.0,,1117
Shanbalico,Shan_00618,A,cross_dataset_main,,angry,False,,,,1.0,,1118
Shanbalico,Shan_00619,A,cross_dataset_main,,angry,False,,,,1.0,,1119
Shanbalico,Shan_00620,A,cross_dataset_main,,angry,False,,,,1.0,,1120
Shanbalico,Shan_00621,A,cross_dataset_main,,angry,False,,,,1.0,,1121
Shanbalico,Shan_00622,A,cross_dataset_main,,angry,False,,,,1.0,,1122
Shanbalico,Shan_00623,A,cross_dataset_main,,angry,False,,,,1.0,,1123
Shanbalico,Shan_00624,A,cross_dataset_main,,angry,False,,,,1.0,,1124
Shanbalico,Shan_00625,A,cross_dataset_main,,angry,False,,,,1.0,,1125
Shanbalico,Shan_00626,A,cross_dataset_main,,angry,False,,,,1.0,,1126
Shanbalico,Shan_00627,A,cross_dataset_main,,angry,False,,,,1.0,,1127
Shanbalico,Shan_00628,A,cross_dataset_main,,angry,False,,,,1.0,,1128
Shanbalico,Shan_00629,A,cross_dataset_main,,angry,False,,,,1.0,,1129
Shanbalico,Shan_00630,A,cross_dataset_main,,angry,False,,,,1.0,,1130
Shanbalico,Shan_00631,A,cross_dataset_main,,angry,False,,,,1.0,,1131
Shanbalico,Shan_00632,A,cross_dataset_main,,angry,False,,,,1.0,,1132
Shanbalico,Shan_00633,A,cross_dataset_main,,angry,False,,,,1.0,,1133
Shanbalico,Shan_00634,A,cross_dataset_main,,angry,False,,,,1.0,,1134
Shanbalico,Shan_00635,A,cross_dataset_main,,angry,False,,,,1.0,,1135
Shanbalico,Shan_00636,A,cross_dataset_main,,angry,False,,,,1.0,,1136
Shanbalico,Shan_00637,A,cross_dataset_main,,angry,False,,,,1.0,,1137
Shanbalico,Shan_00638,A,cross_dataset_main,,angry,False,,,,1.0,,1138
Shanbalico,Shan_00639,A,cross_dataset_main,,angry,False,,,,1.0,,1139
Shanbalico,Shan_00640,A,cross_dataset_main,,angry,False,,,,1.0,,1140
Shanbalico,Shan_00641,A,cross_dataset_main,,angry,False,,,,1.0,,1141
Shanbalico,Shan_00642,A,cross_dataset_main,,angry,False,,,,1.0,,1142
Shanbalico,Shan_00643,A,cross_dataset_main,,angry,False,,,,1.0,,1143
Shanbalico,Shan_00644,A,cross_dataset_main,,angry,False,,,,1.0,,1144
Shanbalico,Shan_00645,A,cross_dataset_main,,angry,False,,,,1.0,,1145
Shanbalico,Shan_00646,A,cross_dataset_main,,angry,False,,,,1.0,,1146
Shanbalico,Shan_00647,A,cross_dataset_main,,angry,False,,,,1.0,,1147
Shanbalico,Shan_00648,A,cross_dataset_main,,angry,False,,,,1.0,,1148
Shanbalico,Shan_00649,A,cross_dataset_main,,angry,False,,,,1.0,,1149
Shanbalico,Shan_00650,A,cross_dataset_main,,angry,False,,,,1.0,,1150
Shanbalico,Shan_00651,A,cross_dataset_main,,angry,False,,,,1.0,,1151
Shanbalico,Shan_00652,A,cross_dataset_main,,angry,False,,,,1.0,,1152
Shanbalico,Shan_00653,A,cross_dataset_main,,angry,False,,,,1.0,,1153
Shanbalico,Shan_00654,A,cross_dataset_main,,angry,False,,,,1.0,,1154
Shanbalico,Shan_00655,A,cross_dataset_main,,angry,False,,,,1.0,,1155
Shanbalico,Shan_00656,A,cross_dataset_main,,angry,False,,,,1.0,,1156
Shanbalico,Shan_00657,A,cross_dataset_main,,angry,False,,,,1.0,,1157
Shanbalico,Shan_00658,A,cross_dataset_main,,angry,False,,,,1.0,,1158
Shanbalico,Shan_00659,A,cross_dataset_main,,angry,False,,,,1.0,,1159
Shanbalico,Shan_00660,A,cross_dataset_main,,angry,False,,,,1.0,,1160
Shanbalico,Shan_00661,A,cross_dataset_main,,angry,False,,,,1.0,,1161
Shanbalico,Shan_00662,A,cross_dataset_main,,angry,False,,,,1.0,,1162
Shanbalico,Shan_00663,A,cross_dataset_main,,angry,False,,,,1.0,,1163
Shanbalico,Shan_00664,A,cross_dataset_main,,angry,False,,,,1.0,,1164
Shanbalico,Shan_00665,A,cross_dataset_main,,angry,False,,,,1.0,,1165
Shanbalico,Shan_00666,A,cross_dataset_main,,angry,False,,,,1.0,,1166
Shanbalico,Shan_00667,A,cross_dataset_main,,angry,False,,,,1.0,,1167
Shanbalico,Shan_00668,A,cross_dataset_main,,angry,False,,,,1.0,,1168
Shanbalico,Shan_00669,A,cross_dataset_main,,angry,False,,,,1.0,,1169
Shanbalico,Shan_00670,A,cross_dataset_main,,angry,False,,,,1.0,,1170
Shanbalico,Shan_00671,A,cross_dataset_main,,angry,False,,,,1.0,,1171
Shanbalico,Shan_00672,A,cross_dataset_main,,angry,False,,,,1.0,,1172
Shanbalico,Shan_00673,A,cross_dataset_main,,angry,False,,,,1.0,,1173
Shanbalico,Shan_00674,A,cross_dataset_main,,angry,False,,,,1.0,,1174
Shanbalico,Shan_00675,A,cross_dataset_main,,angry,False,,,,1.0,,1175
Shanbalico,Shan_00676,A,cross_dataset_main,,angry,False,,,,1.0,,1176
Shanbalico,Shan_00677,A,cross_dataset_main,,angry,False,,,,1.0,,1177
Shanbalico,Shan_00678,A,cross_dataset_main,,angry,False,,,,1.0,,1178
Shanbalico,Shan_00679,A,cross_dataset_main,,angry,False,,,,1.0,,1179
Shanbalico,Shan_00680,A,cross_dataset_main,,angry,False,,,,1.0,,1180
Shanbalico,Shan_00681,A,cross_dataset_main,,angry,False,,,,1.0,,1181
Shanbalico,Shan_00682,A,cross_dataset_main,,angry,False,,,,1.0,,1182
Shanbalico,Shan_00683,A,cross_dataset_main,,angry,False,,,,1.0,,1183
Shanbalico,Shan_00684,A,cross_dataset_main,,angry,False,,,,1.0,,1184
Shanbalico,Shan_00685,A,cross_dataset_main,,angry,False,,,,1.0,,1185
Shanbalico,Shan_00686,A,cross_dataset_main,,angry,False,,,,1.0,,1186
Shanbalico,Shan_00687,A,cross_dataset_main,,angry,False,,,,1.0,,1187
Shanbalico,Shan_00688,A,cross_dataset_main,,angry,False,,,,1.0,,1188
Shanbalico,Shan_00689,A,cross_dataset_main,,angry,False,,,,1.0,,1189
Shanbalico,Shan_00690,A,cross_dataset_main,,angry,False,,,,1.0,,1190
Shanbalico,Shan_00691,A,cross_dataset_main,,angry,False,,,,1.0,,1191
Shanbalico,Shan_00692,A,cross_dataset_main,,angry,False,,,,1.0,,1192
Shanbalico,Shan_00693,A,cross_dataset_main,,angry,False,,,,1.0,,1193
Shanbalico,Shan_00694,A,cross_dataset_main,,angry,False,,,,1.0,,1194
Shanbalico,Shan_00695,A,cross_dataset_main,,angry,False,,,,1.0,,1195
Shanbalico,Shan_00696,A,cross_dataset_main,,angry,False,,,,1.0,,1196
Shanbalico,Shan_00697,A,cross_dataset_main,,angry,False,,,,1.0,,1197
Shanbalico,Shan_00698,A,cross_dataset_main,,angry,False,,,,1.0,,1198
Shanbalico,Shan_00699,A,cross_dataset_main,,angry,False,,,,1.0,,1199
Shanbalico,Shan_00700,A,cross_dataset_main,,angry,False,,,,1.0,,1200
Shanbalico,Shan_00701,A,cross_dataset_main,,angry,False,,,,1.0,,1201
Shanbalico,Shan_00702,A,cross_dataset_main,,angry,False,,,,1.0,,1202
Shanbalico,Shan_00703,A,cross_dataset_main,,angry,False,,,,1.0,,1203
Shanbalico,Shan_00704,A,cross_dataset_main,,angry,False,,,,1.0,,1204
Shanbalico,Shan_00705,A,cross_dataset_main,,angry,False,,,,1.0,,1205
Shanbalico,Shan_00706,A,cross_dataset_main,,angry,False,,,,1.0,,1206
Shanbalico,Shan_00707,A,cross_dataset_main,,angry,False,,,,1.0,,1207
Shanbalico,Shan_00708,A,cross_dataset_main,,angry,False,,,,1.0,,1208
Shanbalico,Shan_00709,A,cross_dataset_main,,angry,False,,,,1.0,,1209
Shanbalico,Shan_00710,A,cross_dataset_main,,angry,False,,,,1.0,,1210
Shanbalico,Shan_00711,A,cross_dataset_main,,angry,False,,,,1.0,,1211
Shanbalico,Shan_00712,A,cross_dataset_main,,angry,False,,,,1.0,,1212
Shanbalico,Shan_00713,A,cross_dataset_main,,angry,False,,,,1.0,,1213
Shanbalico,Shan_00714,A,cross_dataset_main,,angry,False,,,,1.0,,1214
Shanbalico,Shan_00715,A,cross_dataset_main,,angry,False,,,,1.0,,1215
Shanbalico,Shan_00716,A,cross_dataset_main,,angry,False,,,,1.0,,1216
Shanbalico,Shan_00717,A,cross_dataset_main,,angry,False,,,,1.0,,1217
Shanbalico,Shan_00718,A,cross_dataset_main,,angry,False,,,,1.0,,1218
Shanbalico,Shan_00719,A,cross_dataset_main,,angry,False,,,,1.0,,1219
Shanbalico,Shan_00720,A,cross_dataset_main,,angry,False,,,,1.0,,1220
Shanbalico,Shan_00721,A,cross_dataset_main,,angry,False,,,,1.0,,1221
Shanbalico,Shan_00722,A,cross_dataset_main,,angry,False,,,,1.0,,1222
Shanbalico,Shan_00723,A,cross_dataset_main,,angry,False,,,,1.0,,1223
Shanbalico,Shan_00724,A,cross_dataset_main,,angry,False,,,,1.0,,1224
Shanbalico,Shan_00725,A,cross_dataset_main,,angry,False,,,,1.0,,1225
Shanbalico,Shan_00726,A,cross_dataset_main,,angry,False,,,,1.0,,1226
Shanbalico,Shan_00727,A,cross_dataset_main,,angry,False,,,,1.0,,1227
Shanbalico,Shan_00728,A,cross_dataset_main,,angry,False,,,,1.0,,1228
Shanbalico,Shan_00729,A,cross_dataset_main,,angry,False,,,,1.0,,1229
Shanbalico,Shan_00730,A,cross_dataset_main,,angry,False,,,,1.0,,1230
Shanbalico,Shan_00731,A,cross_dataset_main,,angry,False,,,,1.0,,1231
Shanbalico,Shan_00732,A,cross_dataset_main,,angry,False,,,,1.0,,1232
Shanbalico,Shan_00733,A,cross_dataset_main,,angry,False,,,,1.0,,1233
Shanbalico,Shan_00734,A,cross_dataset_main,,angry,False,,,,1.0,,1234
Shanbalico,Shan_00735,A,cross_dataset_main,,angry,False,,,,1.0,,1235
Shanbalico,Shan_00736,A,cross_dataset_main,,angry,False,,,,1.0,,1236
Shanbalico,Shan_00737,A,cross_dataset_main,,angry,False,,,,1.0,,1237
Shanbalico,Shan_00738,A,cross_dataset_main,,angry,False,,,,1.0,,1238
Shanbalico,Shan_00739,A,cross_dataset_main,,angry,False,,,,1.0,,1239
Shanbalico,Shan_00740,A,cross_dataset_main,,angry,False,,,,1.0,,1240
Shanbalico,Shan_00741,A,cross_dataset_main,,angry,False,,,,1.0,,1241
Shanbalico,Shan_00742,A,cross_dataset_main,,angry,False,,,,1.0,,1242
Shanbalico,Shan_00743,A,cross_dataset_main,,angry,False,,,,1.0,,1243
Shanbalico,Shan_00744,A,cross_dataset_main,,angry,False,,,,1.0,,1244
Shanbalico,Shan_00745,A,cross_dataset_main,,angry,False,,,,1.0,,1245
Shanbalico,Shan_00746,A,cross_dataset_main,,angry,False,,,,1.0,,1246
Shanbalico,Shan_00747,A,cross_dataset_main,,angry,False,,,,1.0,,1247
Shanbalico,Shan_00748,A,cross_dataset_main,,angry,False,,,,1.0,,1248
Shanbalico,Shan_00749,A,cross_dataset_main,,angry,False,,,,1.0,,1249
Shanbalico,Shan_00750,A,cross_dataset_main,,angry,False,,,,1.0,,1250
Shanbalico,Shan_00751,A,cross_dataset_main,,angry,False,,,,1.0,,1251
Shanbalico,Shan_00752,A,cross_dataset_main,,angry,False,,,,1.0,,1252
Shanbalico,Shan_00753,A,cross_dataset_main,,angry,False,,,,1.0,,1253
Shanbalico,Shan_00754,A,cross_dataset_main,,angry,False,,,,1.0,,1254
Shanbalico,Shan_00755,A,cross_dataset_main,,angry,False,,,,1.0,,1255
Shanbalico,Shan_00756,A,cross_dataset_main,,angry,False,,,,1.0,,1256
Shanbalico,Shan_00757,A,cross_dataset_main,,angry,False,,,,1.0,,1257
Shanbalico,Shan_00758,A,cross_dataset_main,,angry,False,,,,1.0,,1258
Shanbalico,Shan_00759,A,cross_dataset_main,,angry,False,,,,1.0,,1259
Shanbalico,Shan_00760,A,cross_dataset_main,,angry,False,,,,1.0,,1260
Shanbalico,Shan_00761,A,cross_dataset_main,,angry,False,,,,1.0,,1261
Shanbalico,Shan_00762,A,cross_dataset_main,,angry,False,,,,1.0,,1262
Shanbalico,Shan_00763,A,cross_dataset_main,,angry,False,,,,1.0,,1263
Shanbalico,Shan_00764,A,cross_dataset_main,,angry,False,,,,1.0,,1264
Shanbalico,Shan_00765,A,cross_dataset_main,,angry,False,,,,1.0,,1265
Shanbalico,Shan_00766,A,cross_dataset_main,,angry,False,,,,1.0,,1266
Shanbalico,Shan_00767,A,cross_dataset_main,,angry,False,,,,1.0,,1267
Shanbalico,Shan_00768,A,cross_dataset_main,,angry,False,,,,1.0,,1268
Shanbalico,Shan_00769,A,cross_dataset_main,,angry,False,,,,1.0,,1269
Shanbalico,Shan_00770,A,cross_dataset_main,,angry,False,,,,1.0,,1270
Shanbalico,Shan_00771,A,cross_dataset_main,,angry,False,,,,1.0,,1271
Shanbalico,Shan_00772,A,cross_dataset_main,,angry,False,,,,1.0,,1272
Shanbalico,Shan_00773,A,cross_dataset_main,,angry,False,,,,1.0,,1273
Shanbalico,Shan_00774,A,cross_dataset_main,,angry,False,,,,1.0,,1274
Shanbalico,Shan_00775,A,cross_dataset_main,,angry,False,,,,1.0,,1275
Shanbalico,Shan_00776,A,cross_dataset_main,,angry,False,,,,1.0,,1276
Shanbalico,Shan_00777,A,cross_dataset_main,,angry,False,,,,1.0,,1277
Shanbalico,Shan_00778,A,cross_dataset_main,,angry,False,,,,1.0,,1278
Shanbalico,Shan_00779,A,cross_dataset_main,,angry,False,,,,1.0,,1279
Shanbalico,Shan_00780,A,cross_dataset_main,,angry,False,,,,1.0,,1280
Shanbalico,Shan_00781,A,cross_dataset_main,,angry,False,,,,1.0,,1281
Shanbalico,Shan_00782,A,cross_dataset_main,,angry,False,,,,1.0,,1282
Shanbalico,Shan_00783,A,cross_dataset_main,,angry,False,,,,1.0,,1283
Shanbalico,Shan_00784,A,cross_dataset_main,,angry,False,,,,1.0,,1284
Shanbalico,Shan_00785,A,cross_dataset_main,,angry,False,,,,1.0,,1285
Shanbalico,Shan_00786,A,cross_dataset_main,,angry,False,,,,1.0,,1286
Shanbalico,Shan_00787,A,cross_dataset_main,,angry,False,,,,1.0,,1287
Shanbalico,Shan_00788,A,cross_dataset_main,,angry,False,,,,1.0,,1288
Shanbalico,Shan_00789,A,cross_dataset_main,,angry,False,,,,1.0,,1289
Shanbalico,Shan_00790,A,cross_dataset_main,,angry,False,,,,1.0,,1290
Shanbalico,Shan_00791,A,cross_dataset_main,,angry,False,,,,1.0,,1291
Shanbalico,Shan_00792,A,cross_dataset_main,,angry,False,,,,1.0,,1292
Shanbalico,Shan_00793,A,cross_dataset_main,,angry,False,,,,1.0,,1293
Shanbalico,Shan_00794,A,cross_dataset_main,,angry,False,,,,1.0,,1294
Shanbalico,Shan_00795,A,cross_dataset_main,,angry,False,,,,1.0,,1295
Shanbalico,Shan_00796,A,cross_dataset_main,,angry,False,,,,1.0,,1296
Shanbalico,Shan_00797,A,cross_dataset_main,,angry,False,,,,1.0,,1297
Shanbalico,Shan_00798,A,cross_dataset_main,,angry,False,,,,1.0,,1298
Shanbalico,Shan_00799,A,cross_dataset_main,,angry,False,,,,1.0,,1299
Shanbalico,Shan_00800,A,cross_dataset_main,,angry,False,,,,1.0,,1300
Shanbalico,Shan_00801,A,cross_dataset_main,,angry,False,,,,1.0,,1301
Shanbalico,Shan_00802,A,cross_dataset_main,,angry,False,,,,1.0,,1302
Shanbalico,Shan_00803,A,cross_dataset_main,,angry,False,,,,1.0,,1303
Shanbalico,Shan_00804,A,cross_dataset_main,,angry,False,,,,1.0,,1304
Shanbalico,Shan_00805,A,cross_dataset_main,,angry,False,,,,1.0,,1305
Shanbalico,Shan_00806,A,cross_dataset_main,,angry,False,,,,1.0,,1306
Shanbalico,Shan_00807,A,cross_dataset_main,,angry,False,,,,1.0,,1307
Shanbalico,Shan_00808,A,cross_dataset_main,,angry,False,,,,1.0,,1308
Shanbalico,Shan_00809,A,cross_dataset_main,,angry,False,,,,1.0,,1309
Shanbalico,Shan_00810,A,cross_dataset_main,,angry,False,,,,1.0,,1310
Shanbalico,Shan_00811,A,cross_dataset_main,,angry,False,,,,1.0,,1311
Shanbalico,Shan_00812,A,cross_dataset_main,,angry,False,,,,1.0,,1312
Shanbalico,Shan_00813,A,cross_dataset_main,,angry,False,,,,1.0,,1313
Shanbalico,Shan_00814,A,cross_dataset_main,,angry,False,,,,1.0,,1314
Shanbalico,Shan_00815,A,cross_dataset_main,,angry,False,,,,1.0,,1315
Shanbalico,Shan_00816,A,cross_dataset_main,,angry,False,,,,1.0,,1316
Shanbalico,Shan_00817,A,cross_dataset_main,,angry,False,,,,1.0,,1317
Shanbalico,Shan_00818,A,cross_dataset_main,,angry,False,,,,1.0,,1318
Shanbalico,Shan_00819,A,cross_dataset_main,,angry,False,,,,1.0,,1319
Shanbalico,Shan_00820,A,cross_dataset_main,,angry,False,,,,1.0,,1320
Shanbalico,Shan_00821,A,cross_dataset_main,,angry,False,,,,1.0,,1321
Shanbalico,Shan_00822,A,cross_dataset_main,,angry,False,,,,1.0,,1322
Shanbalico,Shan_00823,A,cross_dataset_main,,angry,False,,,,1.0,,1323
Shanbalico,Shan_00824,A,cross_dataset_main,,angry,False,,,,1.0,,1324
Shanbalico,Shan_00825,A,cross_dataset_main,,angry,False,,,,1.0,,1325
Shanbalico,Shan_00826,A,cross_dataset_main,,angry,False,,,,1.0,,1326
Shanbalico,Shan_00827,A,cross_dataset_main,,angry,False,,,,1.0,,1327
Shanbalico,Shan_00828,A,cross_dataset_main,,angry,False,,,,1.0,,1328
Shanbalico,Shan_00829,A,cross_dataset_main,,angry,False,,,,1.0,,1329
Shanbalico,Shan_00830,A,cross_dataset_main,,angry,False,,,,1.0,,1330
Shanbalico,Shan_00831,A,cross_dataset_main,,angry,False,,,,1.0,,1331
Shanbalico,Shan_00832,A,cross_dataset_main,,angry,False,,,,1.0,,1332
Shanbalico,Shan_00833,A,cross_dataset_main,,angry,False,,,,1.0,,1333
Shanbalico,Shan_00834,A,cross_dataset_main,,angry,False,,,,1.0,,1334
Shanbalico,Shan_00835,A,cross_dataset_main,,angry,False,,,,1.0,,1335
Shanbalico,Shan_00836,A,cross_dataset_main,,angry,False,,,,1.0,,1336
Shanbalico,Shan_00837,A,cross_dataset_main,,angry,False,,,,1.0,,1337
Shanbalico,Shan_00838,A,cross_dataset_main,,angry,False,,,,1.0,,1338
Shanbalico,Shan_00839,A,cross_dataset_main,,angry,False,,,,1.0,,1339
Shanbalico,Shan_00840,A,cross_dataset_main,,angry,False,,,,1.0,,1340
Shanbalico,Shan_00841,A,cross_dataset_main,,angry,False,,,,1.0,,1341
Shanbalico,Shan_00842,A,cross_dataset_main,,angry,False,,,,1.0,,1342
Shanbalico,Shan_00843,A,cross_dataset_main,,angry,False,,,,1.0,,1343
Shanbalico,Shan_00844,A,cross_dataset_main,,angry,False,,,,1.0,,1344
